/* DATA DESCRIPTION:
Citation:	Lei, Ruibo; Cheng, Bin; Zuo, Guangyu; Hoppmann, Mario (2022): Auxiliary data from SIMBA-type sea ice mass balance buoy 2019T47 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.940382, 
	In: Lei, R et al. (2022): Temperature and heating induced temperature difference measurements from SIMBA-type sea ice mass balance buoy 2019T47, deployed during MOSAiC 2019/20 [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.940387
Abstract:	Geographic position.
Keyword(s):	Arctic Ocean; Heating rise; MOSAiC-ICE; Sea ice mass balance; SIMBA; Temperature
Project(s):	Integrated Arctic observation system (INTAROS) (URI: https://doi.org/10.3030/727890)
	Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) (URI: https://mosaic-expedition.org/)
Funding:	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AFMOSAiC-1_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate
	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AWI_PS122_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate / MOSAiC
	Horizon 2020 (H2020) (URI: https://ec.europa.eu/programmes/horizon2020/), grant/award no. 727890: Integrated Arctic observation system (INTAROS) (URI: doi:10.3030/727890)
	National Key Research and Development Program of China, grant/award no. 2018YFA0605903
	National Natural Science Foundation of China (NSFC) (URI: https://www.nsfc.gov.cn/english/site_1/index.html), grant/award no. 41722605
	National Natural Science Foundation of China (NSFC) (URI: https://www.nsfc.gov.cn/english/site_1/index.html), grant/award no. 41976219
Coverage:	MEDIAN LATITUDE: 84.946196 * MEDIAN LONGITUDE: 57.519734 * SOUTH-BOUND LATITUDE: 79.295693 * WEST-BOUND LONGITUDE: -1.653960 * NORTH-BOUND LATITUDE: 88.507026 * EAST-BOUND LONGITUDE: 133.223800
	DATE/TIME START: 2019-10-13T04:35:00 * DATE/TIME END: 2020-07-27T19:02:00
Event(s):	AF-MOSAiC-1_182 (PS122/1_1-285; 2019T47; FMI04-06) * LATITUDE START: 84.893320 * LONGITUDE START: 133.225960 * LATITUDE END: 73.642360 * LONGITUDE END: -17.304090 * DATE/TIME START: 2019-10-13T04:35:00 * DATE/TIME END: 2020-10-04T21:22:59 * Sensor URI: https://sensor.awi.de/?urn=buoy:2019t47 * LOCATION: Arctic Ocean * CAMPAIGN: AF-MOSAiC-1 (MOSAiC20192020, AF122/1) (URI: https://doi.org/10.2312/BzPM_0744_2020) * BASIS: Akademik Fedorov * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/) * COMMENT: __Old Labels: PS122/1_1-285, total failure: 2020-10-04
Comment:	The data set has been processed and contains quality flags for different kinds for erroneous data. Flag values are the sum of individual error codes. The value of 0 refers to no error. Quality flag, position: The geographic position is flagged +1 if the drift velocity, as derived from the GPS longitude and latitude, exceeds a threshold of 10 deg latitude or 50 deg longitude per time step; +2 if the position exceeds extreme values, such as longitude > 360 deg; +4 if the position is exactly 0.0.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Lei, Ruibo (https://orcid.org/0000-0001-8525-8622, leiruibo@pric.org.cn) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	LATITUDE (Latitude) * GEOCODE * PI: Lei, Ruibo (https://orcid.org/0000-0001-8525-8622, leiruibo@pric.org.cn) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	LONGITUDE (Longitude) * GEOCODE * PI: Lei, Ruibo (https://orcid.org/0000-0001-8525-8622, leiruibo@pric.org.cn) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	Quality flag, position (QF pos) * PI: Lei, Ruibo (https://orcid.org/0000-0001-8525-8622, leiruibo@pric.org.cn)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels) * Processing Level: PANGAEA data processing level 2 (URI: https://wiki.pangaea.de/wiki/Processing_levels#PANGAEA_data_processing_level_2)
Size:	3282 data points
*/
Date/Time	Latitude	Longitude	QF pos
2019-10-13T04:35	84.893226	133.223800	0
2019-10-13T05:57	84.891280	133.189680	0
2019-10-13T07:55	84.887666	133.136626	0
2019-10-13T09:56	84.883693	133.073226	0
2019-10-13T11:57	84.879813	133.020786	0
2019-10-13T13:55	84.876226	132.998080	0
2019-10-13T15:55	84.871653	133.012186	0
2019-10-13T18:01	84.862893	133.026613	0
2019-10-13T19:55	84.853640	133.007720	0
2019-10-13T21:55	84.843826	132.951826	0
2019-10-13T23:57	84.835333	132.872880	0
2019-10-14T01:55	84.828773	132.810893	0
2019-10-14T03:55	84.822720	132.768000	0
2019-10-14T05:57	84.816813	132.739026	0
2019-10-14T07:55	84.810640	132.716066	0
2019-10-14T09:56	84.804040	132.677960	0
2019-10-14T11:57	84.799560	132.624706	0
2019-10-14T13:55	84.797480	132.581173	0
2019-10-14T15:55	84.796546	132.568960	0
2019-10-14T18:01	84.795346	132.587853	0
2019-10-14T19:55	84.793506	132.608893	0
2019-10-14T21:55	84.791760	132.608600	0
2019-10-14T23:58	84.791826	132.582640	0
2019-10-15T01:55	84.793720	132.556413	0
2019-10-15T03:58	84.796226	132.550133	0
2019-10-15T05:57	84.797840	132.558800	0
2019-10-15T07:55	84.797786	132.559293	0
2019-10-15T09:55	84.797213	132.531560	0
2019-10-15T11:57	84.797626	132.480160	0
2019-10-15T13:55	84.799333	132.430546	0
2019-10-16T03:55	84.802186	131.961413	0
2019-10-16T05:59	84.801946	131.913413	0
2019-10-16T07:55	84.799466	131.864453	0
2019-10-16T09:56	84.797106	131.788800	0
2019-10-16T11:57	84.796506	131.692346	0
2019-10-16T13:56	84.797760	131.602960	0
2019-10-16T15:56	84.799946	131.540360	0
2019-10-16T18:01	84.800653	131.503333	0
2019-10-16T19:56	84.798893	131.473573	0
2019-10-16T21:56	84.796506	131.418973	0
2019-10-16T23:57	84.794706	131.334320	0
2019-10-17T01:56	84.794240	131.253466	0
2019-10-17T03:56	84.794306	131.206800	0
2019-10-17T05:57	84.794626	131.194626	0
2019-10-17T07:56	84.793640	131.196386	0
2019-10-17T09:56	84.791666	131.185626	0
2019-10-17T11:57	84.790466	131.162106	0
2019-10-17T13:56	84.790853	131.149573	0
2019-10-18T03:56	84.825826	131.299906	0
2019-10-18T05:57	84.836560	131.341933	0
2019-10-18T07:56	84.845693	131.380080	0
2019-10-18T09:56	84.854506	131.389013	0
2019-10-18T11:57	84.865346	131.378306	0
2019-10-18T13:56	84.878693	131.371120	0
2019-10-18T15:56	84.893973	131.392573	0
2019-10-18T18:01	84.907906	131.439026	0
2019-10-18T19:56	84.918013	131.476946	0
2019-10-18T21:56	84.928093	131.489946	0
2019-10-18T23:57	84.940066	131.472840	0
2019-10-19T01:56	84.952520	131.460200	0
2019-10-19T03:56	84.964333	131.473173	0
2019-10-19T05:58	84.971906	131.475613	0
2019-10-19T07:56	84.976106	131.460986	0
2019-10-19T09:56	84.980586	131.424266	0
2019-10-19T11:57	84.987213	131.368786	0
2019-10-19T13:56	84.994960	131.314480	0
2019-10-19T15:56	85.002266	131.284413	0
2019-10-19T18:01	85.007226	131.264026	0
2019-10-19T19:56	85.009146	131.235773	0
2019-10-19T21:56	85.010573	131.183066	0
2019-10-19T23:57	85.013773	131.122226	0
2019-10-20T01:56	85.018720	131.071840	0
2019-10-20T03:56	85.024213	131.041106	0
2019-10-20T05:57	85.028733	131.025680	0
2019-10-20T07:56	85.032026	131.009813	0
2019-10-20T09:56	85.035546	130.980893	0
2019-10-20T11:58	85.041173	130.946386	0
2019-10-20T13:56	85.048920	130.923666	0
2019-10-20T15:56	85.058400	130.928520	0
2019-10-20T18:01	85.068440	130.984760	0
2019-10-20T19:56	85.075426	131.043226	0
2019-10-20T21:56	85.082106	131.054200	0
2019-10-20T23:57	85.093226	131.023800	0
2019-10-21T01:56	85.107840	130.991640	0
2019-10-21T03:56	85.123253	130.976106	0
2019-10-21T05:57	85.136853	130.962706	0
2019-10-21T07:56	85.146453	130.923093	0
2019-10-21T09:56	85.156360	130.841880	0
2019-10-21T11:57	85.169306	130.732293	0
2019-10-21T13:56	85.183626	130.626173	0
2019-10-21T15:56	85.197760	130.532360	0
2019-10-21T18:01	85.210080	130.441506	0
2019-10-21T19:56	85.219586	130.351426	0
2019-10-21T21:56	85.230506	130.233826	0
2019-10-21T23:57	85.244306	130.099413	0
2019-10-22T01:58	85.259933	129.972120	0
2019-10-22T03:56	85.275226	129.861773	0
2019-10-22T05:59	85.288840	129.750693	0
2019-10-22T07:56	85.299306	129.628266	0
2019-10-22T09:56	85.308360	129.486493	0
